id,text
2985,( Scherfig ) has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .
2986,"A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego ."
2987,"Skin Of Man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults ."
2988,The Piano Teacher is not an easy film .
2989,"It forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling ."
2990,As refreshing as a drink from a woodland stream .
2991,Williams absolutely nails Sy 's queasy infatuation and overall strangeness .
2992,Can I admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?
2993,"While it 's nothing we have n't seen before from Murphy , I Spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort ."
2994,An intimate contemplation of two marvelously messy lives .
2995,"Rarely has skin looked as beautiful , desirable , even delectable , as it does in Trouble Every Day ."
2996,This is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .
2997,Poignant if familiar story of a young person suspended between two cultures .
2998,A metaphor for a modern-day urban China searching for its identity .
2999,"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast ."
3000,An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .
3001,"The film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority ."
3002,"Despite its faults , Gangs excels in spectacle and pacing ."
3003,"A tightly directed , highly professional film that 's old-fashioned in all the best possible ways ."
3004,It 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .
3005,In visual fertility Treasure Planet rivals the top Japanese animations of recent vintage .
3006,"Enormously enjoyable , high-adrenaline documentary ."
3007,"Buy is an accomplished actress , and this is a big , juicy role ."
3008,It works its magic with such exuberance and passion that the film 's length becomes a part of its fun .
3009,"Beautifully crafted and brutally honest , Promises offers an unexpected window into the complexities of the Middle East struggle and into the humanity of its people ."
3010,An old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .
3011,Charlotte Sometimes is a gem .
3012,It 's always enthralling .
3013,A remarkable film by Bernard Rose .
3014,"Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does ."
3015,"A much more successful translation than its most famous previous film adaptation , writer-director Anthony Friedman 's similarly updated 1970 British production ."
3016,an original and highly cerebral examination of the psychopathic mind
3017,Michel Piccoli 's moving performance is this films reason for being .
3018,A captivating and intimate study about dying and loving ...
3019,This is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .
3020,( Grant ) goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .
3021,A high-spirited buddy movie about the reunion of Berlin anarchists who face arrest 15 years after their crime .
3022,About the best thing you could say about Narc is that it 's a rock-solid little genre picture .
3023,Some of the most inventive silliness you are likely to witness in a movie theatre for some time .
3024,Canadian filmmaker Gary Burns ' inventive and mordantly humorous take on the soullessness of work in the city .
3025,"A rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending ."
3026,"Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships ."
3027,The closest thing to the experience of space travel
3028,Connoisseurs of Chinese film will be pleased to discover that Tian 's meticulous talent has not withered during his enforced hiatus .
3029,"If you can push on through the slow spots , you 'll be rewarded with some fine acting ."
3030,"An unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture ."
3031,"Symbolically , Warm Water Under a Red Bridge is a celebration of feminine energy , a tribute to the power of women to heal ."
3032,Spy Kids 2 also happens to be that rarity among sequels : It actually improves upon the original hit movie .
3033,Exceptionally well acted by Diane Lane and Richard Gere .
3034,"Like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock ."
